,RAW DATA
5635,troubleshooting
5639,Python
5640,Scala
5641,EMR
5642,Athena
5654,Spark
5660,frameworks
5670,Oozie
5672,Talend
5675,Jenkins
5677,data modeling
5678,persistence
5680,data marts
5691,automation
5701,Diagnostics
5702,troubleshooting
5705,Python
5706,Scala
5707,EMR
5708,Athena
5720,Spark
5726,frameworks
5736,Oozie
5738,Talend
5741,Jenkins
5743,data modeling
5744,persistence
5746,data marts
5757,automation
5767,Diagnostics
5768,troubleshooting
5771,Python
5772,Scala
5773,EMR
5774,Athena
5786,Spark
5792,frameworks
5802,Oozie
5804,Talend
5807,Jenkins
5809,data modeling
5810,persistence
5812,data marts
5823,automation
5833,Diagnostics
5834,troubleshooting
5837,Python
5838,Scala
5839,EMR
5840,Athena
5852,Spark
5858,frameworks
5868,Oozie
5870,Talend
5873,Jenkins
5875,data modeling
5876,persistence
5878,data marts
5889,automation
5899,Diagnostics
5900,troubleshooting
5904,Python
5905,Scala
5906,EMR
5907,Athena
5919,Spark
5925,frameworks
5935,Oozie
5937,Talend
5940,Jenkins
5942,data modeling
5943,persistence
5945,data marts
5956,automation
5966,Diagnostics
5967,troubleshooting
5971,Python
5972,Scala
5973,EMR
5974,Athena
5986,Spark
5992,frameworks
6002,Oozie
6004,Talend
6007,Jenkins
6009,data modeling
6010,persistence
6012,data marts
6023,automation
6033,Diagnostics
6034,troubleshooting
6038,Python
6039,Scala
6040,EMR
6041,Athena
6053,Spark
6059,frameworks
6069,Oozie
6071,Talend
6074,Jenkins
6076,data modeling
6077,persistence
6079,data marts
6090,automation
6100,Diagnostics
6101,troubleshooting
6105,Python
6106,Scala
6107,EMR
6108,Athena
6120,Spark
6126,frameworks
6136,Oozie
6138,Talend
6141,Jenkins
6143,data modeling
6144,persistence
6146,data marts
6157,automation
6167,Diagnostics
6168,troubleshooting
6172,Python
6173,Scala
6174,EMR
6175,Athena
6187,Spark
6193,frameworks
6203,Oozie
6205,Talend
6208,Jenkins
6210,data modeling
6211,persistence
6213,data marts
6216,automation
6222,budgets
6225,connectivity
6244,Excellent interpersonal skills
6245,strong work ethic
6251,configuration management
6253,templates
6255,procurement
6256,licensing
6259,PCB design
6260,FPGA
6261,RF
6264,FPGA
6266,Jenkins
6268,provisioning
6271,automation
6272,Python
6273,Groovy
6274,Bash
6276,Linux system administration
6278,performance tuning
6282,GitHub
6283,GitLab
6289,load balancing
6292,VMware
6293,VSphere
6294,VirtualBox
6314,Azure
6315,AWS
6316,GCP
6318,microservices
6320,Ansible
6321,Puppet
6322,databases
6323,Active Directory
6324,DNS
6325,firewalls
6326,networking
6327,Azure
6329,PowerShell
6330,Bash
6331,Python
6333,templates
6335,Microsoft Azure
6340,automation
6348,Git
6351,instrumentation
6355,accountability
6359,User journeys
6360,personas
6365,Middleware
6367,user acceptance testing
6373,audits
6378,Deployment
6385,XSLT
6392,Scripting
6398,HTML
6406,UX
6412,frameworks
6413,Ruby
6414,Rails
6419,Scrum
6427,VxWorks
6431,SPI
6432,EtherCAT
6433,TDD
6434,ATDD
6435,BDD
6446,RMS
6451,RMS
6454,Active Directory
6455,roadmap
6465,automation
6470,roadmap
6473,Active Directory
6474,Microsoft Active Directory
6475,interpersonal skills
6477,good interpersonal skills
6478,vendors
6481,Azure
6482,GCP
6483,architectural design
6486,Conditional Access
6487,SAML
6488,OAuth
6495,Active Directory
6500,GCP
6507,Archiving
6508,eDiscovery
6516,GCP
6519,automation
6526,Azure
6527,GCP
6531,CISSP
6532,Azure
6535,interpersonal skills
6537,good interpersonal skills
6538,vendors
6541,HSM
6554,extraction
6559,Ruby
6560,Golang
6561,Python
6563,AWS
6564,GCP
6565,Azure
6572,Ruby
6573,Golang
6574,Python
6576,AWS
6577,GCP
6578,Azure
6585,Ruby
6586,Golang
6587,Python
6589,AWS
6590,GCP
6591,Azure
6598,Ruby
6599,Golang
6600,Python
6602,AWS
6603,GCP
6604,Azure
6611,Ruby
6612,Golang
6613,Python
6615,AWS
6616,GCP
6617,Azure
6624,Ruby
6625,Golang
6626,Python
6628,AWS
6629,GCP
6630,Azure
6637,Ruby
6638,Golang
6639,Python
6641,AWS
6642,GCP
6643,Azure
6650,Ruby
6651,Golang
6652,Python
6654,AWS
6655,GCP
6656,Azure
6663,Ruby
6664,Golang
6665,Python
6667,AWS
6668,GCP
6669,Azure
6672,JavaScript
6675,usability
6677,JavaScript
6680,usability
6686,Ruby
6687,Golang
6688,Python
6690,AWS
6691,GCP
6692,Azure
6699,Ruby
6700,Golang
6701,Python
6703,AWS
6704,GCP
6705,Azure
6708,JavaScript
6711,usability
6713,JavaScript
6716,usability
6718,penetration testing
6725,consistency
6727,penetration testing
6734,consistency
6736,penetration testing
6743,consistency
6745,penetration testing
6752,consistency
6754,JavaScript
6757,usability
6759,JavaScript
6762,usability
6764,Golang
6773,microservices
6774,Golang
6775,Ruby
6776,Docker
6777,Rails
6779,MongoDB
6782,JavaScript
6785,usability
6787,JavaScript
6790,usability
6793,strategic roadmaps
6795,deadlines
6796,deliverables
6798,Mentor
6799,coding standards
6803,Golang
6812,microservices
6813,Golang
6814,Ruby
6815,Docker
6816,Rails
6818,MongoDB
6822,strategic roadmaps
6824,deadlines
6825,deliverables
6827,Mentor
6828,coding standards
6833,strategic roadmaps
6835,deadlines
6836,deliverables
6838,Mentor
6839,coding standards
6844,strategic roadmaps
6846,deadlines
6847,deliverables
6849,Mentor
6850,coding standards
6854,Golang
6863,microservices
6864,Golang
6865,Ruby
6866,Docker
6867,Rails
6869,MongoDB
6872,Golang
6881,microservices
6882,Golang
6883,Ruby
6884,Docker
6885,Rails
6887,MongoDB
6890,Golang
6899,microservices
6900,Golang
6901,Ruby
6902,Docker
6903,Rails
6905,MongoDB
6908,Golang
6917,microservices
6918,Golang
6919,Ruby
6920,Docker
6921,Rails
6923,MongoDB
6931,Mentoring
6933,PostgreSQL
6935,Ruby
6937,APIs
6943,PostgreSQL
6944,Ruby
6946,APIs
6954,maintainability
6955,scalability
6959,roadmap
6963,Ruby
6965,APIs
6967,PostgreSQL
6972,accessibility
6973,reliability
6974,documentation
6976,Mentoring
6981,clarity
6991,Oozie
6993,Hadoop
6994,Hive
7007,Oozie
7013,Mentor
7015,TPM
7024,reliability
7026,GCP
7027,AWS
7028,Azure
7029,Golang
7032,GCP
7035,Golang
7036,Python
7037,TypeScript
7040,GitHub
7041,Jenkins
7047,Excellent written and oral communication skills
7059,Automation
7062,Software Development methodologies
7068,scalability
7069,reliability
7074,metrics
7080,Python
7089,Zabbix
7093,relational databases
7095,SOPs
7104,vendors
7113,validation
7136,SAS Programming
7141,Mentor
7147,pharmaceutics
7150,pharmaceutics
7154,Excellent organizational skills
7166,SDTM
7175,SAP
7178,consultations
7180,timelines
7182,specifications
7185,Listings
7188,documentation
7190,specifications
7191,corrections
7198,Listings
7206,CDISC
7207,SDTM
7216,abstracts
7217,posters
7218,manuscripts
7223,pharmaceutics
7226,pharmaceutics
7230,Excellent organizational skills
7238,AWS
7244,Docker
7248,networking
7249,firewalls
7259,automation
7268,extraction
7269,frameworks
7270,Sqoop
7271,Hive
7272,HBase
7273,Impala
7274,Python
7276,shell scripting
7277,coding
7278,deployment
7281,scalability
7282,continuous integration
7287,extraction
7290,SDLC
7300,Spark
7301,Python
7305,XML
7306,JSON
7307,HDFS
7308,Hbase
7312,analytics
7314,Flume
7315,Sqoop
7317,HDFS
7318,HBASE
7325,HDFS
7326,Jira
7327,Bitbucket
7329,Jenkins
7351,instrumentation
7353,Xero
7360,JavaScript
7361,Nodejs
7363,SQL
7372,scalability
7384,experimentation
7388,embedded systems
7392,Linux
7393,Assembler
7394,Git
7395,Gerrit
7396,Python
7408,Linux kernel
7409,SELinux
7416,Triage
7420,humility
7426,git
7427,subversion
7428,databases
7429,mongodb
7430,MySQL
7431,shotgun
7436,networking
7438,OSI Model
7441,Ixia
7443,Python
7444,Linux
7446,VM
7447,Excellent written and oral communication skills
7460,Selenium
7461,modifications
7462,configuration
7476,Servlets
7480,replication
7487,Templates
7489,persistence
7492,SCSS
7495,TypeScript
7508,deliverables
7523,new hires
7525,renewals
7537,NetApp
7540,presentations
7541,credibility
7544,credibility
7547,demos
7551,ISA
7557,ISA
7560,geography
7563,rollout
7566,presentations
7570,ISO
7571,COBIT
7574,CISSP
7575,CISM
7577,underwriting
7579,Selenium
7580,Cucumber
7581,Dependency management
7582,Maven
7583,Gradle
7584,NPM
7585,Nexus
7586,Artifactory
7587,AWS
7588,Jenkins
7589,Docker
7590,GIT
7591,SVN
7592,TDD
7593,BDD
7598,Automation
7601,architectures
7612,modeling
7618,Python
7619,Scala
7623,metadata
7631,SQL Server
7640,virtualization
7649,analytics
7651,MicroStrategy
7652,Tableau
7657,Python
7658,KNIME
7659,Alteryx
7661,certification
7664,Docker
7667,agile methodologies
7668,DevOps
7672,automation
7673,Interpersonal Skills
7680,strong interpersonal skills
7682,regulatory compliance
7683,forensic analysis
7688,Normalization
7692,dashboards
7693,filters
7697,DLP
7701,deployment
7704,configuration
7706,static analysis
7712,Docker
7714,PCI DSS
7717,documentation
7723,supervision
7724,SIEM
7725,Firewall
7728,Strong Authentication
7731,DLP
7732,IAM
7738,VMware
7739,SQL Server
7740,firewalls
7743,encryption
7745,protocols
7747,SSH
7748,FTP
7749,DNS
7750,DHCP
7751,SMTP
7752,SSL
7754,Javascript
7758,pipelines
7759,YAML
7761,B2B
7762,B2C
7771,architects
7779,Javascript
7782,SQL
7784,Appium
7785,Selenium
7787,MongoDB
7788,MySQL
7789,Docker
7796,reliability
7799,agile methodologies
7802,Firefox
7804,emerging technologies
7805,protocols
7806,encryption
7807,Rust
7811,threat modeling
7812,Firefox
7814,emerging technologies
7815,protocols
7816,encryption
7817,Rust
7821,threat modeling
7822,Firefox
7824,emerging technologies
7825,protocols
7826,encryption
7827,Rust
7831,threat modeling
7832,Firefox
7834,emerging technologies
7835,protocols
7836,encryption
7837,Rust
7841,threat modeling
7842,Firefox
7844,emerging technologies
7845,protocols
7846,encryption
7847,Rust
7851,threat modeling
7852,Firefox
7854,emerging technologies
7855,protocols
7856,encryption
7857,Rust
7861,threat modeling
7862,Firefox
7864,emerging technologies
7865,protocols
7866,encryption
7867,Rust
7871,threat modeling
7880,Python
7885,DevOps
7890,DevOps
7891,QA
7893,Selenium
7895,regression
7898,Python
7899,Selenium WebDriver
7900,Python
7901,Protractor
7902,JavaScript
7906,JMeter
7908,Automation
7909,algorithms
7912,documentation
7918,databases
7920,specifications
7924,validation
7925,macros
7940,documentation
7946,databases
7948,specifications
7952,validation
7953,macros
7968,documentation
7974,databases
7976,specifications
7980,validation
7981,macros
8000,QA
8006,JSON
8007,XML
8011,ERP systems
8012,SAP
8013,SuccessFactors
8014,Ariba
8015,Fieldglass
8016,Salesforce
8025,data analytics
8026,business insights
8027,deliverables
8046,Redis
8047,RabbitMQ
8048,Spark
8052,Cassandra
8056,JUnit
8058,Selenium
8061,Docker
8070,JIRA
8071,Confluence
8072,Bamboo
8073,BitBucket
8074,protocols
8075,SNMP
8076,TCP
8077,UDP
8082,Netflow
8083,Logstash
8084,metrics
8097,Python
8098,SQL
8099,Oracle
8100,MS SQL Server
8101,MySQL
8102,PostgreSQL
8103,MongoDB
8104,Cassandra
8105,Redis
8106,Hadoop
8107,Spark
8108,HBase
8109,Netezza
8110,Teradata
8111,Tableau
8113,MicroStrategy
8120,SQL
8127,SQL
8134,SQL
8137,javascript
8138,CSS
8147,SQL
8157,Hyperion
8162,SQL Server
8163,RDBMS
8167,maturity
8169,clarity
8176,scalability
8178,Python
8182,coding
8183,rapid prototyping
8184,debugging
8201,Javascript
8202,Typescript
8203,CSS
8206,revision
8207,Work ethic
8213,ExpressJS
8215,SQL
8216,NoSQL
8220,ML
8222,ML
8225,designing
8230,data modeling
8234,AWS
8242,API development
8246,JavaScript
8249,coding standards
8250,regression testing
8255,AWS
8256,reliability
8257,scalability
8261,reliability
8264,Containers
8267,AWS
8270,GoLang
8271,Python
8272,PHP
8274,AWS
8277,PaaS
8278,SaaS
8279,algorithms
8280,optimization
8281,clarity
8283,SQL
8284,NoSQL
8293,reliability
8297,agile methodologies
8300,continuous integration
8301,CI
8302,tooling
8307,Node
8308,yarn
8322,CSS
8328,Git
8330,Scrum
8332,AngularJS
8341,substation design
8345,AWS
8348,DevOps
8354,cloud computing
8355,DevOps
8356,Linux
8357,admin
8358,troubleshooting
8359,Python
8360,Bash
8362,TCP
8363,UDP
8369,Git
8370,Jenkins
8375,workflow software
8378,Jenkins
8396,Typescript
8397,HTML
8398,CSS
8399,Sass
8403,Yarn
8412,CMS
8431,documentation
8435,API development
8436,integrations
8439,Agile Scrum
8441,Strong interpersonal skills
8442,mentoring
8444,SAP
8449,backend
8452,mentorship
8453,coding
8455,alignment
8459,AWS
8460,GCP
8463,Ruby
8464,Rails
8466,Golang
8472,Rails
8476,deployment
8478,humility
8481,Ruby
8482,Rails
8484,Golang
8490,Rails
8494,deployment
8496,humility
8503,conceptual design
8515,JavaScript
8516,TypeScript
8520,Node
8521,JS
8523,object modelling
8527,XML
8528,JSON
8529,protocols
8532,SSL
8535,OAuth
8537,STS
8550,integrations
8561,analytics
8573,programmers
8582,Typescript
8583,Javascript
8593,Ruby
8595,speaking engagements
8596,blogs
8599,XP
8600,Scrum
8601,Kanban
8605,AWS
8606,Azure
8608,Docker
8609,software consulting
8610,ideation
8611,deployment
8619,TDD
8620,continuous integration
8627,Clojure
8628,Scala
8629,AWS
8630,Docker
8632,presentations
8634,commitments
8635,oversight
8638,mentorship
8639,gasification
8646,presentations
8654,piloting
8668,APIs
8675,Designing
8678,Coding
8679,APIs
8696,Python
8700,optimization
8701,queries
8703,JavaScript
8704,XML
8706,jQuery
8707,JavaScript frameworks
8712,databases
8716,Git
8719,Strong analytical skills
8726,coding standards
8728,automation
8730,Python
8732,JavaScript
8733,XML
8735,jQuery
8736,JavaScript
8739,SQL database design
8740,optimization
8741,queries
8742,MVC
8743,Git
8744,Jira
8746,GC
8747,AWS
8748,Azure
8754,responsiveness
8755,TDD
8757,coding standards
8760,JavaScript
8761,XML
8763,jQuery
8764,JavaScript
8767,SQL database design
8768,optimization
8769,queries
8770,MVC
8771,Git
8772,Jira
8774,GC
8775,AWS
8776,Azure
8782,responsiveness
8783,TDD
8785,coding standards
8787,SME
8790,Python
8792,JavaScript
8793,XML
8795,jQuery
8796,JavaScript
8800,SQL database design
8801,optimization
8802,MVC
8803,Git
8804,Jira
8806,GC
8807,AWS
8808,Azure
8811,object oriented design
8812,optimization
8814,PostgreSQL
8816,Docker
8818,quality assurance
8819,coding standards
8823,resellers
8824,frameworks
8827,Python
8829,JavaScript
8830,XML
8832,jQuery
8833,JavaScript
8836,SQL database design
8837,optimization
8838,queries
8839,MVC
8840,Git
8841,Jira
8842,Docker
8845,GC
8846,AWS
8847,Azure
8849,quality assurance
8850,coding standards
8854,resellers
8855,frameworks
8858,Python
8860,JavaScript
8861,XML
8863,jQuery
8864,JavaScript
8867,SQL database design
8868,optimization
8869,queries
8870,MVC
8871,Git
8872,Jira
8873,Docker
8876,GC
8877,AWS
8878,Azure
8882,containers
8886,scalability
8896,documentation
8897,workshops
8901,containers
8906,configuration management
8929,Docker
8934,IAM
8940,scalability
8952,Jenkins
8957,Apache Kafka
8959,frameworks
8960,Spark
8967,optimization
8968,troubleshooting
8973,GitHub
8974,SVN
8976,Microsoft SQL
8977,JavaScript
8991,mentor
8999,JavaScript
9003,Oracle
9004,DB2
9005,Teradata
9016,JUnit
9017,Maven
9020,REST API
9022,Message Queue
9023,Redis
9024,XML
9025,RDBMS
9026,NoSql
9027,MySQL
9028,MSSQL
9029,MongoDB
9031,emerging technologies
9033,DevOps
9038,HTML
9043,SOA
9044,microservices
9051,Redis
9053,RDBMS
9054,NoSql
9055,MySQL
9056,PostgreSQL
9057,MSSQL
9058,MongoDB
9059,Git
9060,SVN
9062,DevOps
9072,job scheduling
9073,AWS
9074,Azure
9085,job scheduling
9086,AWS
9087,Azure
9092,firmware
9094,documentation
9097,embedded systems
9103,Python
9105,bug tracking
9106,Git
9107,Jira
9108,technical documentation
9113,WiFi
9114,Bluetooth
9115,Zigbee
9117,Node
9118,Javascript
9121,FreeRTOS
9122,Linux
9133,SPA
9135,Angular
9138,Javascript
9139,Typescript
9142,algorithms
9153,full SDLC
9156,QA
9157,algorithms
9160,coding standards
9166,educational workshops
9175,a quick learner
9179,Scrum Master
9185,SQL
9186,NoSQL
9188,Apache Kafka
9190,Containers
9196,GitHub
9197,BitBucket
9203,reliability
9213,tooling
9215,containers
9218,scalability
9219,reliability
9230,educational workshops
9241,JavaScript
9249,Nodejs
9251,Flux
9253,algorithms
9258,NPM
9261,Microservices
9263,databases
9264,NoSQL
9265,MySQL
9269,AWS
9270,Heroku
9276,S3
9278,Containers
9280,NodeJs
9283,microservices
9285,Docker
9288,networking
9291,Docker
9296,Spark
9298,SQL
9302,python
9304,Spark
9305,Impala
9306,Hive
9311,teamwork
9313,TDD
9333,ad hoc reporting
9334,analytics
9345,quality assurance
9355,Oracle
9367,integrations
9369,SOPs
9371,specifications
9374,software documentation
9386,consultants
9392,JEE
9393,JBoss
9394,JSF
9396,PowerShell
9401,relational databases
9402,SQL
9403,SQL Server Integration Services
9404,SSIS
9405,SSRS
9412,prioritization
9416,TDD
9422,RCA
9429,Hibernate
9430,Oracle
9432,Algorithms
9433,Problem solving
9435,Excellent interpersonal skills
9442,RDBMS
9443,data modelling
9444,Perforce
9453,APIs
9454,ETL
9455,frameworks
9463,Sybase
9470,automation
9474,CSS2
9480,AWS
9483,Docker
9487,Mentor
9490,Python
9494,SQL
9500,databases
9504,troubleshooting
9506,PHP
9507,Mysql
9508,Javascript
9510,SQL
9511,algorithms
9512,tuning
9520,Python
9521,JavaScript
9524,Curiosity
9527,Sonar
9533,SaaS
9536,Strong business acumen
9544,conceptual design
9545,supervision
9547,mentor
9558,DevOps
9559,tooling
9564,automation
9568,DevOps
9574,tooling
9577,EC2
9578,IAM
9581,shell scripting
9582,Linux
9585,Git
9586,Docker
9587,Python
9589,Jenkins
9590,coding standards
9594,Microservices
9595,Java Swing
9596,Angular
9598,CSS3
9601,Cucumber
9602,Junit
9603,Mockito
9604,Karma
9605,Object Oriented Design
9606,OOD
9607,OOP
9608,Unified Modeling Language
9609,UML
9615,Debuggers
9617,Xray
9624,functional specifications
9640,SOA
9643,Selenium
9645,Cucumber
9646,Scala
9650,Dedication
9653,Java software development
9654,AWS
9656,Splunk
9661,Golang
9665,OAuth
9667,SSO
9668,Authentication
9669,AWS
9670,Docker
9674,MySQL
9676,MongoDB
9677,SQL
9683,eCommerce solutions
9687,ATG
9688,Java EE
9689,ATG
9690,J2EE
9691,EJB
9692,JSP
9693,Oracle
9694,SQL
9695,HTML
9696,XML
9697,UML
9701,Python
9704,NLP
9705,Transformer
9706,liaison
9710,frameworks
9715,Python
9728,Python
9741,SQL
9743,UX
9748,prioritizing
9752,UI
9759,scalability
9760,reliability
9765,CSS
9767,object oriented design
9769,functional programming
9770,NodeJS
9774,workshops
9776,JVM
9777,Scala
9784,Javascript
9785,Typescript
9788,agile methodologies
9793,suppliers
9794,perimeter security
9808,IPv4
9826,JavaScript
9830,demos
9831,automation
9838,quality assurance
9839,validation
9849,GCP
9861,NodeJS
9862,containerization
9863,deployment
9864,Linux
9865,Docker
9867,AWS
9868,Azure
9876,penetration testing
9880,Static Analysis
9884,Accessibility
9886,Python
9889,Linux
9902,SDL
9904,reliability
9906,oversight
9908,automation
9909,containers
9918,Docker
9920,JSON
9921,YAML
9922,bash
9923,Python
9925,networking
9928,resiliency
9931,mentor
9940,mentorship
9943,promotions
9944,terminations
9950,usability
9956,databases
9957,SQL
9958,databases
9960,Python
9961,Perl
9963,AWS
9964,Azure
9965,GCP
9966,Ansible
9967,Docker
9970,tooling
9987,tooling
9990,deliverables
9992,KPIs
9998,AWS
10000,PaaS
10003,Docker
10009,SQL Server
10012,NoSQL
10016,instrumentation
10022,Puppet
10028,IaaS
10034,Git
10036,orchestration
10037,Docker
10040,automation
10041,PowerShell
10043,instrumentation
10044,pipelines
10047,Fortify
10048,SonarQube
10050,scalability
10055,encryption
10060,Qualys
10061,encryption
10062,IPsec
10064,routing
10065,firewalls
10068,continuous integration
10069,DevOps
10076,relational databases
10078,MySQL
10079,PostgreSQL
10080,GoLang
10081,Python
10095,Problem Solving
10101,humility
10110,mentorship
10117,deployment
10123,metrics
10124,threat modeling
10127,outreach
10129,teamwork skills
10138,databases
10139,remediation
10143,specifications
10144,penetration testing
10145,Node
10146,Ruby
10150,javascript
10151,ruby
10152,python
10153,threat modeling
10154,secure coding
10155,authentication
10156,cryptography
10157,vulnerability assessment
10163,utilities
10169,algorithms
10170,Python
10185,DevOps
10197,Mentor
10206,Karma
10207,NUnit
10208,SQL
10209,databases
10210,SQL Server
10211,MySQL
10213,MongoDB
10217,Git
10218,AWS
10219,Azure
10222,QA
10225,Android SDK
10229,analytics
10230,ML
10234,continuous integration
10237,Azure
10238,GCP
10240,Python
10241,SQL
10243,Docker
10250,DevOps
10270,QA
10273,Android SDK
10276,QA
10281,Scrum
10288,Google Analytics
10291,AWS
10293,SFTP
10294,REST API
10296,user documentation
10300,SQL
10301,performance tuning
10303,APIs
10312,Exceptional communicator
10317,reliability
10326,Redis
10327,ElasticSearch
10328,Cassandra
10333,Scala
10347,documentation
10348,deployment
10350,Salesforce
10354,Salesforce
10357,Apex
10359,Apex
10366,APIs
10370,Microservices
10372,scalability
10374,Elixir
10375,Ruby
10376,Erlang
10379,OAuth
10380,Functional programming
10382,AWS
10384,GCP
10388,Elixir
10396,scalability
10399,Azure
10400,GCP
10405,Apollo
10408,Twilio
10411,assurance
10415,middleware
10433,SFDC
10436,Eloqua
10437,Oracle
10438,SOA
10439,Javascript
10440,Bootstrap
10442,dashboards
10453,Salesforce
10462,Splunk
10463,SolarWinds
10472,REST API
10473,JSON
10474,XML
10478,Waterfall
10482,Apex
10486,Mentor
10489,maintainability
10497,messaging
10498,Microservices
10504,Microservices
10507,Scrum
10508,Kanban
10511,DevOps
10513,Docker
10517,Mentor
10520,maintainability
10528,messaging
10529,Microservices
10535,Microservices
10538,Scrum
10539,Kanban
10542,DevOps
10544,Docker
10548,Mentor
10551,maintainability
10559,messaging
10560,Microservices
10566,Microservices
10569,Scrum
10570,Kanban
10573,DevOps
10575,Docker
10579,Mentor
10582,maintainability
10590,messaging
10591,Microservices
10597,Microservices
10600,Scrum
10601,Kanban
10604,DevOps
10606,Docker
10610,Mentor
10613,maintainability
10621,messaging
10622,Microservices
10628,Microservices
10631,Scrum
10632,Kanban
10635,DevOps
10637,Docker
10641,Mentor
10644,maintainability
10652,messaging
10653,Microservices
10659,Microservices
10662,Scrum
10663,Kanban
10666,DevOps
10668,Docker
10672,Mentor
10675,maintainability
10683,messaging
10684,Microservices
10690,Microservices
10693,Scrum
10694,Kanban
10697,DevOps
10699,Docker
10703,Mentor
10705,deadlines
10711,sprints
10712,Jira
10718,GitHub
10719,Agile project management
10731,metrics
10737,AWS
10740,puppet
10742,metrics
10745,Linux
10749,Gitlab
10750,application servers
10752,configuration management
10764,Python
10765,databases
10766,SQL
10768,MySql
10772,deadlines
10773,PyQt
10779,automation
10794,automation
10804,NoSQL
10812,GCP
10813,Azure
10815,Ruby
10816,Python
10817,SDLC
10821,Python
10822,JavaScript
10826,Microstrategy
10827,Tableau
10829,designing
10834,Python
10837,Docker
10840,admin
10849,GCP
10850,Azure
10852,Ruby
10853,Python
10854,SDLC
10858,Python
10859,JavaScript
10863,Microstrategy
10864,Tableau
10866,designing
10871,Python
10874,Docker
10877,admin
10888,Architects
10889,QA
10892,DevOps
10893,collaborative work
10897,JavaScript
10899,queries
10900,stored procedures
10903,optimization
10908,GitHub
10909,automation tools
10910,Appium
10915,Microsoft Certified Professional
10918,Modeling
10919,ETL
10922,Git
10924,Jenkins
10930,Oracle
10934,KPIs
10941,organizational skills
10946,specifications
10961,timelines
10962,SOPs
10964,mentoring
10965,BSc
10966,MSc
10967,Biostatistics
10968,SAS
10980,timelines
10981,SOPs
10983,mentoring
10984,BSc
10985,MSc
10986,Biostatistics
10987,SAS
10999,timelines
11000,SOPs
11002,mentoring
11003,BSc
11004,MSc
11005,Biostatistics
11006,SAS
11021,routing
11023,kernel
11026,containerization
11027,docker
11031,DNS
11032,DHCP
11033,ARP
11037,tuning
11039,firewalls
11054,routing
11061,DNS
11062,DHCP
11063,routing protocols
11065,VPN
11066,IPv4
11070,tuning
11080,API
11084,OAuth
11088,Ruby
11089,Rails
11095,networking
11100,Ruby
11101,Python
11103,VLAN
11105,BGP
11106,IPv6
11107,automation testing
11108,scalability
11109,Ixia
11113,Docker
11114,ESXi
11115,Xen
11117,AWS
11118,Azure
11119,Jenkins
11120,gitlab
11121,gerrit
11122,JIRA
11127,recruiting
11129,backend development
11130,APIs
11132,Rust
11133,coding experience
11134,Javascript
11135,Elixir
11136,Rust
11137,reliability
11143,algorithms
11145,quality assurance
11147,Frontend
11149,architectural patterns
11158,SCM
11159,Git
11160,MsSQL
11164,OOP
11165,SOA
11173,Git
11177,Docker
11181,Elasticsearch
11182,Kibana
11186,MongoDB
11196,TypeScript
11198,Elasticsearch
11203,architects
11204,documentation
11212,Relational Databases
11213,RDBMS
11214,SQL
11216,Agile Software Development
11223,test scripts
11228,architects
11230,Python
11231,Perl
11232,SQL
11239,Salesforce
11241,salesforce
11242,salesforce
11247,software development methodologies
11250,Interoperability
11251,Assurance
11253,budgets
11263,reliability
11281,risk assessments
11286,Lauterbach
11301,wireframes
11302,workflow diagrams
11309,interfaces
11318,coding standards
11320,grooming
11327,documentation
11328,Documentation
11336,supervision
11337,Mentor
11342,OOD
11345,resilience
11346,maintainability
11350,CSS3
11353,TypeScript
11354,Bootstrap
11364,Invision
11365,Sigma
11366,Storyboard
11371,jQuery
11374,JIRA
11376,SCM
11379,algorithms
11383,Javascript
11393,Python
11400,Jira
11402,Robot Framework
11405,automation
11408,signal generators
11418,ServiceNow
11422,installing
11427,integrations
11432,ServiceNow
11435,documentation
11436,coding standards
11439,CMS
11442,ServiceNow
11443,JavaScript
11444,HTML
11445,XML
11446,SQL
11447,CSS
11448,UI
11450,Configuration
11453,ServiceNow
11462,Javascript
11465,AJAX
11466,JavaScript
11467,ServiceNow
11469,DOM
11472,Configuration Management
11476,ServiceNow
11478,workflow
11479,AJAX
11480,CSS
11481,networking
11483,firewalls
11490,Orchestration
11493,JavaScript
11494,Python
11495,Perl
11497,relational databases
11499,ITSM
11500,ITIL
11501,CMDB
11505,requirement gathering
11510,Core Java
11511,J2EE
11514,UI
11516,UI
11517,Javascript frameworks
11520,UI
11526,tuning
11528,JavaScript
11529,troubleshooting
11530,SQL
11532,REST API
11537,onboarding
11541,CSRs
11542,reliability
11543,scalability
11548,automation
11560,deployment
11565,Python
11572,sprint planning
11573,continuous integration
11574,deployment
11580,Ruby
11583,JavaScript
11584,XML
11585,jQuery
11586,JavaScript frameworks
11588,databases
11590,MySQL
11591,MSSQL
11592,Oracle
11593,MongoDB
11600,SVN
11601,Git
11616,integrations
11617,ops
11619,coding
11620,deployment
11630,Agile development
11632,scalability
11638,embedded operating systems
11640,Video Compression
11641,Probability Theory
11646,dashboards
11647,strategic insights
11662,documentation
11663,APIs
11668,Python
11669,JavaScript
11670,TypeScript
11672,integrations
11674,forums
11682,APIs
11689,UI
11691,JavaScript
11692,CSS
11693,HTML
11696,syntax
11702,aesthetics
11709,TypeScript
11716,responsiveness
11717,deployment
11722,Python
11723,Ruby
11724,JavaScript
11733,Jira
11734,GitHub
11735,scheduling
11741,TypeScript
11742,Node
11744,MongoDB
11745,AWS
11749,deliverables
11750,milestones
11751,scalability
11752,maintainability
11754,retrospectives
